urgencia,ubicacion,ubicacion_especifica,piso,es_fase_2,tipo,fecha_hora
low,el café,,6,False,comportamiento,2025-03-10 12:37:00
low,counter admisión,,1,False,plagio,2025-01-20 19:10:00
low,counter alumnos,,1,False,plagio,2025-08-25 13:08:00
medium,auditorio,,-1,False,plagio,2025-01-27 02:05:00
low,patio,,-1,True,plagio,2025-03-10 13:55:00
low,auditorio,,-1,False,agresión,2025-03-14 18:06:00
low,aula magna,,-1,True,comportamiento,2025-04-17 20:44:00
high,el café,,6,False,agresión,2025-10-10 05:23:00
medium,lia cook,,11,False,plagio,2025-05-13 12:38:00
low,sala sum,,1,False,plagio,2025-04-18 02:42:00
low,counter alumnos,,1,False,plagio,2025-09-16 12:21:00
low,counter alumnos,,1,False,agresión,2025-05-02 13:30:00
low,oficina,P515,5,False,comportamiento,2025-10-24 01:18:00
low,counter admisión,,1,False,plagio,2025-04-06 03:49:00
low,sala de estudio,E804,8,False,plagio,2025-05-12 02:25:00
high,laboratorio,L501,5,False,comportamiento,2025-09-17 08:21:00
low,oficina,P602,6,False,plagio,2025-09-22 17:46:00
medium,almacén,,-1,True,plagio,2025-05-05 01:13:00
medium,sala de estudio,E811,8,False,plagio,2025-07-26 17:07:00
medium,aula,M601,6,False,plagio,2025-05-26 16:09:00
medium,comedor,,1,True,plagio,2025-07-05 06:22:00
high,el café,,6,False,plagio,2025-09-15 19:14:00
low,counter admisión,,1,False,agresión,2025-02-12 00:27:00
medium,entrada fase 2,,1,True,plagio,2025-06-27 02:36:00
low,entrada,,1,False,agresión,2025-04-20 11:14:00
low,estacionamiento,,-1,False,plagio,2025-05-22 03:23:00
high,oficina,P518,5,False,plagio,2025-03-30 01:11:00
low,auditorio,,-1,False,comportamiento,2025-07-11 23:57:00
low,comedor,,1,True,plagio,2025-03-10 15:17:00
low,sala de estudio,E812,8,False,comportamiento,2025-10-07 21:44:00
low,patio,,-1,True,plagio,2025-08-14 05:37:00
low,almacén,,-1,True,plagio,2025-04-21 21:37:00
low,comedor,,1,True,plagio,2025-03-20 11:06:00
low,lia cook,,11,False,agresión,2025-07-20 21:01:00
low,entrada,,1,False,plagio,2025-03-14 18:20:00
low,aula,A705,7,False,robo,2025-01-06 08:03:00
low,jardines,,6,False,discriminación,2025-08-31 15:40:00
high,oficina,P507,5,False,plagio,2025-01-10 18:04:00
low,counter admisión,,1,False,agresión,2025-08-01 14:53:00
low,jardines,,6,False,agresión,2025-03-27 05:44:00
low,el café,,6,False,plagio,2025-10-11 14:20:00
low,sala de estudio,E1006,10,False,comportamiento,2025-07-30 03:17:00
low,aula,M604,6,False,plagio,2025-05-18 12:00:00
low,comedor,,1,True,plagio,2025-08-22 21:56:00
low,sala de estudio,E1007,10,False,plagio,2025-01-04 14:17:00
medium,auditorio,,-1,False,plagio,2025-06-01 15:34:00
medium,lia cook,,11,False,plagio,2025-07-04 14:13:00
high,jardines,,6,False,plagio,2025-01-03 04:01:00
low,el café,,6,False,plagio,2025-09-06 02:04:00
medium,dirección general,,10,False,comportamiento,2025-03-03 05:08:00
low,aula,M603,6,False,plagio,2025-01-11 20:35:00
low,entrada,,1,False,comportamiento,2025-07-28 21:01:00
medium,aula magna,,-1,True,plagio,2025-05-15 17:26:00
medium,estacionamiento,,-1,False,plagio,2025-03-07 01:44:00
low,laboratorio,L505,5,False,plagio,2025-08-07 01:45:00
low,aula,M804,8,False,comportamiento,2025-09-25 04:12:00
low,almacén,,-1,True,plagio,2025-03-11 08:38:00
low,sala de estudio,E1004,10,False,plagio,2025-08-25 16:21:00
low,aula,A904,9,False,comportamiento,2025-09-16 10:45:00
low,sala de estudio,E1010,10,False,plagio,2025-03-05 10:27:00
medium,comedor,,1,True,comportamiento,2025-03-18 19:45:00
low,jardines,,6,False,plagio,2025-05-16 07:28:00
high,sala de estudio,E816,8,False,plagio,2025-09-21 16:55:00
low,aula magna,,-1,True,plagio,2025-08-08 09:45:00
high,entrada,,1,False,plagio,2025-02-20 18:47:00
low,sala de estudio,E813,8,False,comportamiento,2025-01-13 05:12:00
low,aula,A1002,10,False,plagio,2025-04-18 16:49:00
high,jardines,,6,False,agresión,2025-04-18 16:34:00
medium,estacionamiento,,-1,False,plagio,2025-07-13 01:10:00
medium,counter admisión,,1,False,plagio,2025-07-03 09:09:00
low,entrada,,1,False,plagio,2025-05-22 00:40:00
low,dirección general,,10,False,comportamiento,2025-09-23 20:37:00
low,aula,A905,9,False,comportamiento,2025-08-29 02:41:00
medium,oficina,P615,6,False,agresión,2025-08-07 19:53:00
low,almacén,,-1,True,plagio,2025-08-10 19:09:00
low,patio,,-1,True,comportamiento,2025-02-15 12:33:00
low,laboratorio,L206,2,False,plagio,2025-04-14 12:00:00
medium,el café,,6,False,plagio,2025-07-04 07:05:00
medium,patio,,-1,True,comportamiento,2025-10-01 09:16:00
low,el café,,6,False,plagio,2025-06-23 07:56:00
low,counter admisión,,1,False,plagio,2025-08-06 23:35:00
high,counter admisión,,1,False,plagio,2025-08-16 12:44:00
low,comedor,,1,True,discriminación,2025-04-25 10:25:00
low,dirección general,,10,False,plagio,2025-09-05 12:44:00
low,estacionamiento,,-1,False,comportamiento,2025-05-21 21:55:00
low,jardines,,6,False,agresión,2025-06-27 17:38:00
low,entrada,,1,False,plagio,2025-03-30 11:15:00
low,counter alumnos,,1,False,plagio,2025-08-24 18:15:00
medium,lia cook,,11,False,plagio,2025-03-30 16:56:00
low,counter admisión,,1,False,comportamiento,2025-05-02 15:59:00
high,comedor,,1,True,plagio,2025-02-10 01:07:00
low,counter alumnos,,1,False,agresión,2025-06-06 08:57:00
low,jardines,,6,False,plagio,2025-04-30 10:44:00
medium,jardines,,6,False,comportamiento,2025-01-05 16:29:00
low,entrada fase 2,,1,True,comportamiento,2025-02-04 23:53:00
low,comedor,,1,True,comportamiento,2025-04-21 10:46:00
medium,el café,,6,False,plagio,2025-08-04 12:04:00
low,jardines,,6,False,plagio,2025-03-14 13:17:00
low,oficina,P313,3,False,plagio,2025-02-11 13:30:00
low,sala de estudio,E801,8,False,plagio,2025-09-28 09:33:00
low,oficina,P617,6,False,comportamiento,2025-07-25 16:11:00
low,jardines,,6,False,plagio,2025-03-14 02:50:00
low,jardines,,6,False,plagio,2025-06-19 23:21:00
low,aula magna,,-1,True,plagio,2025-10-06 20:45:00
medium,entrada,,1,False,plagio,2025-02-10 03:41:00
low,patio,,-1,True,comportamiento,2025-02-17 21:00:00
medium,entrada fase 2,,1,True,plagio,2025-06-07 11:24:00
high,estacionamiento,,-1,False,plagio,2025-10-02 06:42:00
medium,listo,,1,False,plagio,2025-05-28 19:15:00
low,comedor,,1,True,plagio,2025-08-23 04:09:00
medium,comedor,,1,True,plagio,2025-09-29 03:56:00
low,jardines,,6,False,plagio,2025-05-21 05:28:00
medium,entrada fase 2,,1,True,plagio,2025-10-14 05:07:00
high,sala sum,,1,False,agresión,2025-10-23 03:45:00
low,entrada,,1,False,discriminación,2025-07-29 09:41:00
medium,jardines,,6,False,comportamiento,2025-10-05 13:33:00
high,entrada,,1,False,comportamiento,2025-09-03 20:57:00
low,almacén,,-1,True,plagio,2025-09-19 10:21:00
high,sala sum,,1,False,plagio,2025-09-12 01:00:00
low,counter alumnos,,1,False,comportamiento,2025-08-29 12:52:00
high,laboratorio,L507,5,False,plagio,2025-04-25 05:52:00
medium,auditorio,,-1,False,plagio,2025-07-02 02:44:00
high,el café,,6,False,plagio,2025-05-12 22:40:00
high,dirección general,,10,False,agresión,2025-01-07 00:08:00
high,auditorio,,-1,False,plagio,2025-05-29 19:07:00
medium,entrada,,1,False,plagio,2025-06-13 02:01:00
low,sala de estudio,E1001,10,False,plagio,2025-08-01 09:40:00
high,listo,,1,False,discriminación,2025-07-11 19:51:00
low,counter alumnos,,1,False,plagio,2025-01-17 05:54:00
low,lia cook,,11,False,agresión,2025-04-19 17:30:00
low,patio,,-1,True,plagio,2025-10-16 14:50:00
low,auditorio,,-1,False,plagio,2025-05-20 00:58:00
low,sala de estudio,E807,8,False,comportamiento,2025-10-05 16:05:00
medium,jardines,,6,False,plagio,2025-05-02 02:46:00
low,jardines,,6,False,plagio,2025-03-08 05:38:00
high,entrada,,1,False,agresión,2025-01-02 03:05:00
high,aula,A907,9,False,plagio,2025-06-30 00:35:00
low,entrada fase 2,,1,True,plagio,2025-01-28 21:15:00
medium,auditorio,,-1,False,plagio,2025-03-19 10:03:00
low,jardines,,6,False,plagio,2025-08-15 20:16:00
high,jardines,,6,False,comportamiento,2025-06-10 10:36:00
medium,entrada fase 2,,1,True,plagio,2025-02-01 19:02:00
low,aula,A906,9,False,plagio,2025-08-23 12:36:00
low,el café,,6,False,plagio,2025-06-20 16:01:00
medium,entrada,,1,False,plagio,2025-02-24 00:28:00
low,counter admisión,,1,False,plagio,2025-08-30 12:25:00
low,counter alumnos,,1,False,comportamiento,2025-02-26 01:53:00
medium,jardines,,6,False,plagio,2025-02-28 13:26:00
low,laboratorio,L022,-2,False,plagio,2025-02-20 02:38:00
low,dirección general,,10,False,plagio,2025-10-15 13:16:00
medium,almacén,,-1,True,plagio,2025-08-11 19:23:00
medium,almacén,,-1,True,plagio,2025-02-12 03:03:00
medium,aula magna,,-1,True,plagio,2025-06-09 01:40:00
medium,counter admisión,,1,False,comportamiento,2025-08-25 16:02:00
medium,entrada fase 2,,1,True,agresión,2025-03-08 02:31:00
high,patio,,-1,True,agresión,2025-01-30 22:36:00
medium,comedor,,1,True,plagio,2025-01-24 04:36:00
low,sala sum,,1,False,plagio,2025-04-11 20:50:00
low,laboratorio,L505,5,False,discriminación,2025-05-01 09:58:00
low,sala de estudio,E813,8,False,plagio,2025-05-17 12:35:00
low,auditorio,,-1,False,agresión,2025-01-03 01:31:00
low,comedor,,1,True,plagio,2025-08-15 15:42:00
low,aula magna,,-1,True,comportamiento,2025-01-01 08:19:00
low,auditorio,,-1,False,agresión,2025-07-20 17:50:00
low,auditorio,,-1,False,agresión,2025-06-14 13:10:00
medium,sala de estudio,E816,8,False,plagio,2025-04-15 10:27:00
medium,counter alumnos,,1,False,comportamiento,2025-04-30 10:00:00
medium,almacén,,-1,True,plagio,2025-06-05 05:21:00
low,laboratorio,L203,2,False,agresión,2025-06-19 23:55:00
high,sala de estudio,E807,8,False,plagio,2025-05-10 10:31:00
low,estacionamiento,,-1,False,agresión,2025-05-22 02:18:00
medium,sala sum,,1,False,plagio,2025-09-25 22:37:00
medium,entrada fase 2,,1,True,plagio,2025-01-16 08:15:00
low,patio,,-1,True,plagio,2025-01-11 18:15:00
low,counter alumnos,,1,False,plagio,2025-05-23 21:44:00
low,estacionamiento,,-1,False,plagio,2025-03-19 10:46:00
medium,estacionamiento,,-1,False,plagio,2025-06-15 17:32:00
medium,almacén,,-1,True,plagio,2025-09-23 07:20:00
low,aula,A101,1,False,comportamiento,2025-08-13 00:40:00
low,jardines,,6,False,plagio,2025-02-12 16:34:00
medium,listo,,1,False,comportamiento,2025-06-03 15:21:00
low,sala sum,,1,False,plagio,2025-06-26 13:52:00
low,entrada fase 2,,1,True,plagio,2025-07-15 19:05:00
low,patio,,-1,True,plagio,2025-01-23 18:35:00
low,lia cook,,11,False,plagio,2025-07-29 14:32:00
low,counter alumnos,,1,False,plagio,2025-09-05 22:38:00
medium,auditorio,,-1,False,agresión,2025-07-23 22:52:00
high,oficina,P316,3,False,plagio,2025-09-01 11:02:00
medium,auditorio,,-1,False,plagio,2025-04-03 03:00:00
high,counter admisión,,1,False,discriminación,2025-10-06 03:52:00
low,sala de estudio,E811,8,False,plagio,2025-02-16 23:57:00
medium,aula magna,,-1,True,plagio,2025-08-24 09:45:00
low,entrada,,1,False,comportamiento,2025-05-10 11:16:00
low,entrada,,1,False,plagio,2025-02-28 04:51:00
low,patio,,-1,True,discriminación,2025-05-12 22:51:00
low,aula magna,,-1,True,plagio,2025-01-24 10:58:00
low,aula,A902,9,False,plagio,2025-07-10 04:38:00
medium,entrada,,1,False,plagio,2025-04-24 22:39:00
medium,sala sum,,1,False,plagio,2025-04-18 07:25:00
medium,entrada,,1,False,plagio,2025-05-01 22:30:00
high,listo,,1,False,agresión,2025-04-09 06:55:00
low,jardines,,6,False,comportamiento,2025-10-02 18:22:00
low,oficina,P506,5,False,comportamiento,2025-07-29 02:38:00
low,counter alumnos,,1,False,comportamiento,2025-09-28 00:35:00
low,estacionamiento,,-1,False,comportamiento,2025-08-21 16:59:00
low,listo,,1,False,agresión,2025-07-02 10:15:00
high,jardines,,6,False,comportamiento,2025-04-12 05:47:00
low,almacén,,-1,True,discriminación,2025-02-13 21:48:00
low,lia cook,,11,False,plagio,2025-07-16 04:05:00
medium,counter admisión,,1,False,agresión,2025-10-05 20:21:00
high,auditorio,,-1,False,plagio,2025-07-22 16:21:00
low,entrada fase 2,,1,True,comportamiento,2025-04-21 21:54:00
high,listo,,1,False,plagio,2025-03-17 05:51:00
medium,sala sum,,1,False,plagio,2025-10-11 09:31:00
low,counter alumnos,,1,False,plagio,2025-04-20 20:21:00
medium,el café,,6,False,comportamiento,2025-09-13 02:39:00
low,counter alumnos,,1,False,plagio,2025-03-20 11:22:00
low,patio,,-1,True,comportamiento,2025-01-28 05:00:00
low,aula,A101,1,False,plagio,2025-10-19 01:51:00
high,listo,,1,False,plagio,2025-05-18 15:50:00
low,almacén,,-1,True,plagio,2025-02-23 22:23:00
low,jardines,,6,False,plagio,2025-10-06 12:17:00
low,listo,,1,False,comportamiento,2025-01-13 18:06:00
medium,comedor,,1,True,plagio,2025-06-27 14:39:00
low,estacionamiento,,-1,False,plagio,2025-06-10 20:06:00
low,aula,A702,7,False,comportamiento,2025-04-03 19:22:00
medium,laboratorio,L211,2,True,plagio,2025-04-21 06:20:00
low,patio,,-1,True,agresión,2025-03-30 18:23:00
high,oficina,P620,6,False,plagio,2025-08-25 06:29:00
high,aula,M601,6,False,plagio,2025-01-23 20:19:00
low,counter alumnos,,1,False,plagio,2025-01-04 21:38:00
low,jardines,,6,False,plagio,2025-09-12 20:43:00
low,oficina,P205,2,False,plagio,2025-08-31 13:08:00
low,aula,A904,9,False,plagio,2025-09-10 01:49:00
low,laboratorio,L415,4,False,comportamiento,2025-06-24 17:27:00
medium,estacionamiento,,-1,False,plagio,2025-08-14 13:53:00
low,patio,,-1,True,comportamiento,2025-08-14 11:30:00
low,counter alumnos,,1,False,plagio,2025-01-08 03:42:00
medium,laboratorio,L201,2,False,comportamiento,2025-02-15 14:13:00
low,counter admisión,,1,False,plagio,2025-05-30 02:32:00
low,counter admisión,,1,False,plagio,2025-02-10 03:49:00
high,counter alumnos,,1,False,agresión,2025-08-05 06:21:00
low,sala de estudio,E812,8,False,plagio,2025-07-07 00:23:00
medium,aula,A502,5,False,comportamiento,2025-04-18 05:27:00
high,sala de estudio,E1001,10,False,agresión,2025-10-01 01:19:00
medium,laboratorio,L601,6,False,plagio,2025-02-06 06:21:00
medium,dirección general,,10,False,plagio,2025-07-05 21:16:00
low,entrada,,1,False,plagio,2025-04-09 18:05:00
low,estacionamiento,,-1,False,plagio,2025-07-21 18:15:00
low,patio,,-1,True,plagio,2025-07-28 03:02:00
high,lia cook,,11,False,plagio,2025-06-10 17:45:00
low,counter alumnos,,1,False,comportamiento,2025-04-19 11:23:00
medium,el café,,6,False,plagio,2025-05-18 04:38:00
low,sala de estudio,E1005,10,False,plagio,2025-05-19 22:39:00
high,counter alumnos,,1,False,comportamiento,2025-04-03 15:27:00
low,aula magna,,-1,True,agresión,2025-07-13 09:52:00
low,el café,,6,False,plagio,2025-03-28 18:43:00
medium,entrada fase 2,,1,True,plagio,2025-05-15 04:09:00
low,listo,,1,False,comportamiento,2025-05-11 19:52:00
medium,el café,,6,False,agresión,2025-08-03 08:02:00
low,listo,,1,False,plagio,2025-07-14 09:23:00
medium,aula,A703,7,False,plagio,2025-04-02 15:52:00
low,sala de estudio,E1001,10,False,plagio,2025-01-18 12:08:00
low,counter admisión,,1,False,plagio,2025-03-20 17:02:00
medium,comedor,,1,True,plagio,2025-03-31 07:39:00
high,auditorio,,-1,False,agresión,2025-07-23 00:40:00
low,patio,,-1,True,plagio,2025-05-31 11:24:00
low,oficina,P507,5,False,comportamiento,2025-03-08 05:01:00
low,aula,A801,8,False,plagio,2025-06-06 03:07:00
low,el café,,6,False,plagio,2025-05-21 21:40:00
medium,estacionamiento,,-1,False,plagio,2025-03-07 06:40:00
medium,el café,,6,False,plagio,2025-01-10 16:10:00
medium,counter alumnos,,1,False,plagio,2025-09-29 05:06:00
high,sala sum,,1,False,plagio,2025-09-14 11:54:00
medium,counter admisión,,1,False,plagio,2025-02-18 03:28:00
medium,counter alumnos,,1,False,comportamiento,2025-09-03 22:25:00
low,entrada,,1,False,plagio,2025-01-02 12:02:00
medium,laboratorio,L201,2,False,discriminación,2025-02-22 05:50:00
high,el café,,6,False,comportamiento,2025-05-19 01:55:00
medium,sala de estudio,E808,8,False,plagio,2025-10-03 03:27:00
medium,almacén,,-1,True,agresión,2025-03-18 08:53:00
low,jardines,,6,False,comportamiento,2025-06-23 22:36:00
low,aula,A101,1,False,plagio,2025-08-24 20:02:00
low,dirección general,,10,False,plagio,2025-04-08 11:03:00
medium,counter alumnos,,1,False,plagio,2025-06-13 05:10:00
medium,oficina,P512,5,False,plagio,2025-10-09 08:51:00
low,sala de estudio,E815,8,False,agresión,2025-05-12 18:56:00
low,lia cook,,11,False,plagio,2025-02-23 04:21:00
medium,entrada,,1,False,plagio,2025-02-06 17:43:00
low,sala de estudio,E812,8,False,plagio,2025-10-25 19:53:00
medium,almacén,,-1,True,plagio,2025-05-01 03:53:00
low,aula magna,,-1,True,agresión,2025-02-13 12:03:00
medium,laboratorio,L405,4,False,comportamiento,2025-09-24 04:19:00
medium,sala sum,,1,False,plagio,2025-03-08 03:15:00
low,lia cook,,11,False,plagio,2025-08-14 07:11:00
low,entrada,,1,False,plagio,2025-06-28 00:15:00
low,jardines,,6,False,agresión,2025-10-01 13:27:00
medium,counter alumnos,,1,False,plagio,2025-02-27 23:56:00
medium,jardines,,6,False,agresión,2025-06-05 19:46:00
medium,sala sum,,1,False,plagio,2025-05-11 11:31:00
medium,laboratorio,L503,5,False,plagio,2025-07-06 13:29:00
low,listo,,1,False,plagio,2025-10-09 11:39:00
high,el café,,6,False,plagio,2025-03-17 23:59:00
high,estacionamiento,,-1,False,plagio,2025-02-24 01:16:00
high,entrada fase 2,,1,True,plagio,2025-02-20 07:51:00
medium,almacén,,-1,True,plagio,2025-09-18 04:26:00
medium,counter admisión,,1,False,plagio,2025-02-23 20:01:00
low,counter admisión,,1,False,agresión,2025-05-08 00:25:00
low,counter alumnos,,1,False,comportamiento,2025-08-01 20:12:00
low,oficina,P204,2,False,plagio,2025-01-17 18:28:00
low,lia cook,,11,False,plagio,2025-02-12 02:38:00
low,sala de estudio,E1007,10,False,plagio,2025-07-06 06:42:00
low,auditorio,,-1,False,plagio,2025-05-17 11:54:00
high,counter admisión,,1,False,comportamiento,2025-06-21 12:15:00
low,oficina,P209,2,True,plagio,2025-02-28 16:18:00
medium,laboratorio,L507,5,False,comportamiento,2025-04-05 22:29:00
low,aula,A801,8,False,plagio,2025-10-15 05:39:00
medium,oficina,P316,3,False,agresión,2025-07-24 20:29:00
medium,laboratorio,L411,4,False,plagio,2025-07-07 11:01:00
low,patio,,-1,True,plagio,2025-05-27 13:11:00
low,laboratorio,L203,2,False,plagio,2025-03-27 00:58:00
medium,aula,A1001,10,False,comportamiento,2025-03-24 17:55:00
low,almacén,,-1,True,plagio,2025-02-09 19:23:00
high,el café,,6,False,comportamiento,2025-08-26 19:51:00
low,dirección general,,10,False,plagio,2025-07-31 21:53:00
low,dirección general,,10,False,plagio,2025-01-21 13:39:00
low,patio,,-1,True,plagio,2025-02-11 20:42:00
low,almacén,,-1,True,plagio,2025-05-16 13:15:00
medium,entrada,,1,False,comportamiento,2025-09-30 14:45:00
medium,aula,M802,8,False,plagio,2025-05-23 02:59:00
low,oficina,P615,6,False,plagio,2025-09-26 23:14:00
low,sala de estudio,E1009,10,False,plagio,2025-08-28 12:09:00
low,estacionamiento,,-1,False,plagio,2025-06-26 05:49:00
medium,comedor,,1,True,plagio,2025-04-18 12:54:00
low,sala de estudio,E806,8,False,plagio,2025-01-07 10:52:00
medium,auditorio,,-1,False,agresión,2025-06-16 22:50:00
low,oficina,P301,3,False,discriminación,2025-04-16 10:21:00
low,dirección general,,10,False,plagio,2025-10-01 09:35:00
medium,patio,,-1,True,plagio,2025-01-30 11:26:00
medium,almacén,,-1,True,plagio,2025-07-08 03:19:00
low,auditorio,,-1,False,plagio,2025-07-07 12:55:00
low,sala de estudio,E808,8,False,plagio,2025-10-25 11:42:00
low,entrada fase 2,,1,True,plagio,2025-09-16 16:38:00
low,entrada fase 2,,1,True,agresión,2025-07-06 15:56:00
